Timestamp,Price,Volume,Bid_Size,Ask_Size
1609459285000000,10.1,951,4671,4873
1609459286000000,10.1,864,4955,4950
1609459287000000,10.08,998,5258,5191
1609459288000000,10.03,832,5445,4896
1609459289000000,10.05,1073,5305,4861
1609459290000000,10.09,985,5243,4774
1609459291000000,10.1,976,5189,4604
1609459292000000,10.1,995,4737,5398
1609459293000000,10.05,1052,4585,5323
1609459294000000,10.02,1156,4564,5299
1609459295000000,10.06,1186,4510,5311
1609459296000000,10.09,1168,5139,4688
1609459297000000,10.09,1188,4963,4896
1609459298000000,10.09,922,5248,4627
1609459299000000,10.04,853,4910,4600
1609459300000000,10.04,1151,5111,4818
1609459301000000,10.09,1178,4800,5015
1609459302000000,10.05,1129,4861,4862
1609459303000000,10.05,925,4687,5126
1609459304000000,10.08,826,4551,4529
1609459305000000,10.07,1128,4506,5148
1609459306000000,10.06,981,4879,5437
1609459307000000,10.05,1050,5252,5026
1609459308000000,10.07,1126,4857,4735
1609459309000000,10.06,1104,4962,5366
1609459310000000,10.05,967,4697,5283
1609459311000000,10.03,855,4727,5054
1609459312000000,10.04,890,4512,4732
1609459313000000,10.06,1127,5113,4540
1609459314000000,10.04,1093,4705,5437
1609459315000000,10.0,932,5476,4917
1609459316000000,10.04,800,4841,5318
1609459317000000,10.01,909,5227,5429
1609459318000000,9.97,1148,5088,5431
1609459319000000,10.01,1190,5176,4833
1609459320000000,10.05,961,4769,5350
1609459321000000,10.09,1017,5401,5161
1609459322000000,10.1,864,5046,4933
1609459323000000,10.1,868,4887,4711
1609459324000000,10.1,1014,5393,4738
1609459325000000,10.1,1049,4578,4555
1609459326000000,10.08,1170,5183,4841
1609459327000000,10.1,1180,5482,4787
1609459328000000,10.1,951,5210,5057
1609459329000000,10.07,842,5299,5440
1609459330000000,10.1,913,5442,5276
1609459331000000,10.1,1069,4812,5073
1609459332000000,10.1,930,4806,4888
1609459333000000,10.1,1037,4508,4953
1609459334000000,10.1,1083,4748,5377
1609459335000000,10.08,1005,5114,5077
1609459336000000,10.06,938,5111,4589
1609459337000000,10.07,1111,4570,5444
1609459338000000,10.05,1093,4683,4525
1609459339000000,10.07,1171,5222,4613
1609459340000000,10.1,815,4937,4691
1609459341000000,10.1,1043,5073,5098
1609459342000000,10.05,1152,5368,5297
1609459343000000,10.05,1071,5497,5059
1609459344000000,10.06,826,5224,4960
1609459345000000,10.09,847,5468,4951
1609459346000000,10.1,1042,5019,4613
1609459347000000,10.07,1157,5379,4537
1609459348000000,10.08,834,5066,5168
1609459349000000,10.05,1073,5235,4628
1609459350000000,10.1,868,5068,4803
1609459351000000,10.1,1186,4681,5253
1609459352000000,10.1,1104,4819,4892
1609459353000000,10.1,1021,5321,4580
1609459354000000,10.08,1174,5323,4655
1609459355000000,10.08,1032,5396,4809
1609459356000000,10.1,827,5314,4692
1609459357000000,10.1,869,5211,5062
1609459358000000,10.1,1181,4756,4640
1609459359000000,10.06,1094,5493,4580
1609459360000000,10.1,900,5038,5146
1609459361000000,10.1,876,4773,4814
1609459362000000,10.1,843,5453,4803
1609459363000000,10.1,972,5200,5028
1609459364000000,10.1,942,4602,4611
1609459365000000,10.1,975,5148,4841
1609459366000000,10.1,1055,5444,4954
1609459367000000,10.07,1182,4547,5362
1609459368000000,10.1,1151,5482,5421
1609459369000000,10.1,813,4652,5032
1609459370000000,10.1,1175,5222,5090
1609459371000000,10.07,815,5186,5140
1609459372000000,10.06,1195,5290,5340
1609459373000000,10.07,1131,4520,4628
1609459374000000,10.02,1002,4909,4525
1609459375000000,9.99,973,4770,4735
1609459376000000,10.04,812,4850,5436
1609459377000000,9.99,889,4620,5142
1609459378000000,9.98,838,5142,5210
1609459379000000,10.02,956,4541,4990
1609459380000000,10.04,982,5164,4701
1609459381000000,10.05,916,4879,4678
1609459382000000,10.0,836,5421,5179
1609459383000000,10.02,822,5061,5283
1609459384000000,9.99,1074,4528,5186
1609459385000000,10.03,1103,4840,5053
1609459386000000,10.08,881,5119,4951
1609459387000000,10.07,828,5011,5259
1609459388000000,10.1,832,4776,4799
1609459389000000,10.1,814,5448,5170
1609459390000000,10.1,1084,4901,5370
1609459391000000,10.08,1134,4676,4780
1609459392000000,10.07,1164,4997,4974
1609459393000000,10.05,1035,5260,4722
1609459394000000,10.04,892,5277,4786
1609459395000000,10.05,1120,5450,4690
1609459396000000,10.08,1195,5377,4851
1609459397000000,10.1,1080,5091,4946
1609459398000000,10.05,889,5354,5202
1609459399000000,10.05,911,5036,5048
1609459400000000,10.06,926,4989,5229
1609459401000000,10.09,1103,4656,5389
1609459402000000,10.1,918,5437,4852
1609459403000000,10.09,1132,4790,4662
1609459404000000,10.08,1166,5363,5277
1609459405000000,10.07,1162,5334,4676
1609459406000000,10.1,881,5415,4748
1609459407000000,10.1,1050,4909,5137
1609459408000000,10.09,1168,5205,4716
1609459409000000,10.06,1130,4925,4735
1609459410000000,10.02,999,5150,5009
1609459411000000,10.0,1115,5077,4837
1609459412000000,10.0,951,5216,5309
1609459413000000,10.02,1048,4562,5382
1609459414000000,10.0,1120,5171,4715
1609459415000000,9.96,890,5072,5250
1609459416000000,9.96,881,4829,4791
1609459417000000,9.96,1019,5113,4587
1609459418000000,9.93,923,4990,5382
1609459419000000,9.96,842,5178,4763
1609459420000000,9.96,986,4691,5046
1609459421000000,9.94,949,4607,4855
1609459422000000,9.91,900,4569,4578
1609459423000000,9.9,817,4780,4881
1609459424000000,9.9,1044,5185,4522
1609459425000000,9.94,1114,5083,4595
1609459426000000,9.97,852,4846,5419
1609459427000000,10.0,1180,5021,4998
1609459428000000,10.01,951,5138,4610
1609459429000000,10.05,1081,4974,5049
1609459430000000,10.06,957,4748,5015
1609459431000000,10.05,1020,4811,5087
1609459432000000,10.04,838,4780,5473
1609459433000000,10.07,863,4726,4982
1609459434000000,10.06,1150,5115,5418
1609459435000000,10.03,846,4865,4914
1609459436000000,10.06,863,5212,5100
1609459437000000,10.04,942,5381,5380
1609459438000000,10.05,1123,5033,4635
1609459439000000,10.01,906,5240,4742
1609459440000000,9.96,1179,4936,5446
1609459441000000,9.92,902,5102,5218
1609459442000000,9.94,1106,5157,4590
1609459443000000,9.97,980,5319,5189
1609459444000000,10.01,898,4804,4730
1609459445000000,10.03,1062,5234,5349
1609459446000000,10.04,948,4968,5466
1609459447000000,10.03,1105,5008,4614
1609459448000000,10.07,912,4816,4569
1609459449000000,10.07,970,4686,5433
1609459450000000,10.07,856,5087,4725
1609459451000000,10.03,952,4607,5353
1609459452000000,10.04,1130,5088,4570
1609459453000000,9.99,984,4505,4777
1609459454000000,9.95,800,5046,5233
1609459455000000,9.97,1078,4517,5261
1609459456000000,10.0,1105,5239,4946
1609459457000000,9.97,972,5336,5440
1609459458000000,9.99,996,5099,5134
1609459459000000,10.04,1051,5124,4758
1609459460000000,10.0,1062,5140,5348
1609459461000000,10.02,940,4876,5483
1609459462000000,10.05,811,5316,4639
1609459463000000,10.04,1056,4629,5420
1609459464000000,10.03,866,4569,5006
1609459465000000,10.03,918,4690,4586
1609459466000000,10.08,845,5043,4516
1609459467000000,10.08,1106,5022,4527
1609459468000000,10.1,994,5463,4861
1609459469000000,10.08,1178,4504,4723
1609459470000000,10.06,907,5143,5218
1609459471000000,10.08,1150,4617,5122
1609459472000000,10.1,818,4992,5143
1609459473000000,10.06,1179,4685,4501
1609459474000000,10.02,1092,5336,5418
1609459475000000,10.06,842,4706,4623
1609459476000000,10.1,1164,4544,4910
1609459477000000,10.06,1083,4725,4872
1609459478000000,10.02,924,4862,5097
1609459479000000,10.03,1151,5315,5463
1609459480000000,10.03,1181,5194,5095
1609459481000000,10.03,1059,5027,5361
1609459482000000,10.08,1141,5336,4721
1609459483000000,10.03,1098,5099,5400
1609459484000000,10.03,904,5188,5285
1609459485000000,10.0,931,5486,4795
1609459486000000,10.04,1010,5094,4584
1609459487000000,10.0,979,5211,4900
1609459488000000,10.04,820,5036,4747
1609459489000000,10.02,861,4928,5125
1609459490000000,9.98,870,5062,4637
1609459491000000,9.97,1167,5300,4507
1609459492000000,9.96,1161,4761,5304
1609459493000000,9.98,1174,4558,4520
1609459494000000,9.96,1137,4937,4587
1609459495000000,9.99,925,4678,4750
1609459496000000,9.98,1070,4699,4822
1609459497000000,9.98,1168,5165,4963
1609459498000000,10.0,819,5412,5104
1609459499000000,9.97,856,5135,5014
1609459500000000,9.93,1019,5149,4934
1609459501000000,9.95,912,5247,5177
1609459502000000,9.96,1123,5329,4625
1609459503000000,9.99,1143,4656,5197
1609459504000000,10.02,924,4793,5082
1609459505000000,9.98,1018,5255,5264
1609459506000000,9.98,1023,4573,4825
1609459507000000,9.97,897,5001,5245
1609459508000000,9.92,862,5357,5433
1609459509000000,9.97,1128,4528,4588
1609459510000000,9.95,806,5302,5329
1609459511000000,9.91,1003,5269,4505
1609459512000000,9.91,1125,4842,4801
1609459513000000,9.9,1081,4695,4791
1609459514000000,9.9,869,5042,4613
1609459515000000,9.9,1177,5280,4569
1609459516000000,9.94,1078,4584,5255
1609459517000000,9.99,1047,4843,4605
1609459518000000,9.96,1192,5449,5294
1609459519000000,9.99,1003,4956,5283
1609459520000000,10.03,1114,4808,4995
1609459521000000,10.06,968,4685,4707
1609459522000000,10.08,1000,4824,5022
1609459523000000,10.09,1031,5215,4931
1609459524000000,10.1,879,4645,4847
1609459525000000,10.09,998,5010,4880
1609459526000000,10.05,898,4928,5227
1609459527000000,10.03,1144,5339,5046
1609459528000000,10.02,1008,4716,5320
1609459529000000,10.02,1189,5305,4595
1609459530000000,10.02,1193,4706,4920
1609459531000000,10.01,917,4637,4727
1609459532000000,10.03,869,4775,4649
1609459533000000,9.98,1043,5325,5178
1609459534000000,9.96,1061,4600,4952
1609459535000000,9.91,949,5242,4522
1609459536000000,9.92,1149,5089,5430
1609459537000000,9.9,1122,5376,5120
1609459538000000,9.94,1045,5012,5040
1609459539000000,9.93,1194,5307,4981
1609459540000000,9.93,835,5043,5264
1609459541000000,9.93,822,4816,4757
1609459542000000,9.9,976,5256,5238
1609459543000000,9.94,1101,5167,4794
1609459544000000,9.91,852,4857,5141
1609459545000000,9.9,1181,5404,5472
1609459546000000,9.9,824,5393,5409
1609459547000000,9.9,1074,5175,4576
1609459548000000,9.9,1079,5131,4785
1609459549000000,9.93,901,5157,4780
1609459550000000,9.95,1154,4917,5104
1609459551000000,9.96,1062,5351,4749
1609459552000000,9.97,1148,5029,5114
1609459553000000,9.92,1001,4584,4933
1609459554000000,9.95,920,5104,5095
1609459555000000,9.97,888,5140,5034
1609459556000000,9.92,1198,5082,5030
1609459557000000,9.9,1027,4975,4792
1609459558000000,9.92,854,5031,4751
1609459559000000,9.93,1155,4972,5367
1609459560000000,9.91,957,4621,4806
1609459561000000,9.9,984,4554,4527
1609459562000000,9.9,1071,4582,4923
1609459563000000,9.9,827,5176,5195
1609459564000000,9.94,816,4655,5332
1609459565000000,9.93,888,4562,4680
1609459566000000,9.93,1120,4659,5458
1609459567000000,9.94,1000,5332,4592
1609459568000000,9.9,1182,5282,5072
1609459569000000,9.9,951,5040,5166
1609459570000000,9.94,851,4788,5362
1609459571000000,9.93,991,4611,4706
1609459572000000,9.95,965,4845,4703
1609459573000000,9.95,1131,4801,5491
1609459574000000,9.91,1174,4773,4894
1609459575000000,9.9,882,5274,4681
1609459576000000,9.91,862,4796,5004
1609459577000000,9.9,1176,4952,4781
1609459578000000,9.9,962,5332,5183
1609459579000000,9.9,1056,4705,5132
1609459580000000,9.9,913,4608,4646
1609459581000000,9.9,838,4753,4655
1609459582000000,9.9,965,4549,4996
1609459583000000,9.9,936,5249,5090
1609459584000000,9.93,913,5297,4777
1609459585000000,9.93,858,4946,5397
1609459586000000,9.9,1113,5393,5180
1609459587000000,9.94,809,4988,4684
1609459588000000,9.9,1027,4553,4589
1609459589000000,9.92,922,5187,5319
1609459590000000,9.9,917,5429,5271
1609459591000000,9.9,978,5245,5121
1609459592000000,9.9,1131,5226,5321
1609459593000000,9.9,1130,5410,4608
1609459594000000,9.9,1006,4935,5054
1609459595000000,9.9,842,5344,4956
1609459596000000,9.91,1059,5138,4964
1609459597000000,9.9,1132,5103,5219
1609459598000000,9.9,964,4619,5176
1609459599000000,9.93,1091,4716,4553
1609459600000000,9.96,1091,4860,4694
1609459601000000,10.0,970,5002,5500
1609459602000000,9.97,1168,4898,5210
1609459603000000,9.98,867,5323,4836
1609459604000000,10.01,892,4966,5234
1609459605000000,9.97,830,4510,5079
1609459606000000,9.99,1070,4901,5108
1609459607000000,10.02,1165,4601,5029
1609459608000000,10.07,834,5202,4911
1609459609000000,10.08,1028,4960,4909
1609459610000000,10.05,1068,5196,5247
1609459611000000,10.03,943,5034,5027
1609459612000000,10.0,1092,5254,4725
1609459613000000,10.0,800,4962,4865
1609459614000000,9.95,936,4560,5083
1609459615000000,9.93,884,5290,4996
1609459616000000,9.9,1062,5209,5158
1609459617000000,9.92,1011,5491,4749
1609459618000000,9.95,1012,4844,4957
1609459619000000,9.94,892,4869,4690
1609459620000000,9.91,958,4761,5315
1609459621000000,9.9,914,4732,4556
1609459622000000,9.9,1021,4741,4880
1609459623000000,9.9,1193,5230,5118
1609459624000000,9.9,1093,5140,4677
1609459625000000,9.94,1113,4962,5405
1609459626000000,9.94,1009,4523,5010
1609459627000000,9.99,1086,4585,5172
1609459628000000,10.02,811,4742,5195
1609459629000000,10.06,1111,4888,4739
1609459630000000,10.03,1123,5128,5387
1609459631000000,10.05,950,4623,4571
1609459632000000,10.1,842,4735,4900
1609459633000000,10.09,1194,5134,5062
1609459634000000,10.1,962,4862,4545
1609459635000000,10.1,882,4932,4747
1609459636000000,10.1,967,4580,4681
1609459637000000,10.1,801,5445,4701
1609459638000000,10.05,1141,5490,4502
1609459639000000,10.1,1150,5119,5486
1609459640000000,10.05,958,4586,4681
1609459641000000,10.01,1181,5411,4945
1609459642000000,9.97,991,5260,5406
1609459643000000,9.94,968,4991,4795
1609459644000000,9.94,848,5360,4888
1609459645000000,9.91,800,4733,4888
1609459646000000,9.91,924,5013,4868
1609459647000000,9.9,953,4811,4644
1609459648000000,9.91,858,4577,5179
1609459649000000,9.91,842,5048,5100
1609459650000000,9.92,896,4897,5318
1609459651000000,9.91,1103,5494,4937
1609459652000000,9.93,985,4753,4755
1609459653000000,9.93,888,5230,5329
1609459654000000,9.96,1019,4687,4961
1609459655000000,9.92,832,5434,5193
1609459656000000,9.9,813,5008,4601
1609459657000000,9.9,825,4750,4770
1609459658000000,9.9,1127,4836,5385
1609459659000000,9.93,1108,4949,5484
1609459660000000,9.92,1161,4839,4734
1609459661000000,9.9,950,4887,5241
1609459662000000,9.9,806,4805,4785
1609459663000000,9.9,1173,4701,5496
1609459664000000,9.94,851,4668,4950
1609459665000000,9.93,895,4931,4928
1609459666000000,9.98,1097,5129,5400
1609459667000000,9.95,1112,4507,5411
1609459668000000,9.91,1061,5400,4523
1609459669000000,9.95,998,5135,4825
1609459670000000,9.99,936,4722,5355
1609459671000000,9.94,1001,4620,5300
1609459672000000,9.93,817,4848,5442
1609459673000000,9.95,1190,4981,4552
1609459674000000,10.0,850,4688,5363
1609459675000000,9.95,934,5465,5198
1609459676000000,9.96,973,5370,4783
1609459677000000,9.93,922,5165,4725
1609459678000000,9.93,1077,4756,5135
1609459679000000,9.9,898,4823,4717
1609459680000000,9.93,1192,5291,4614
1609459681000000,9.92,984,5163,4940
1609459682000000,9.9,1093,5127,5354
1609459683000000,9.9,1088,4671,5441
1609459684000000,9.9,1197,5291,4776
1609459685000000,9.95,1175,5177,4654
1609459686000000,9.99,1136,4606,5123
1609459687000000,9.98,995,5098,5460
1609459688000000,9.94,998,4654,5022
1609459689000000,9.92,877,5095,5361
1609459690000000,9.96,1091,5051,5145
1609459691000000,9.95,829,5360,4645
1609459692000000,9.95,1150,5090,4520
1609459693000000,9.93,869,5279,5019
1609459694000000,9.9,912,5417,4957
1609459695000000,9.9,918,5000,5215
1609459696000000,9.9,1026,4539,5036
1609459697000000,9.9,1022,5155,5161
1609459698000000,9.9,1168,5390,5099
1609459699000000,9.91,977,5429,5413
1609459700000000,9.93,863,5047,5041
1609459701000000,9.9,1114,5285,5488
1609459702000000,9.93,1088,5380,4659
1609459703000000,9.94,1054,5357,5445
1609459704000000,9.97,1162,4562,5279
1609459705000000,10.0,907,4843,4987
1609459706000000,10.03,1195,4909,4729
1609459707000000,10.04,946,4946,4776
1609459708000000,10.05,1046,4788,5457
1609459709000000,10.08,1070,4599,4657
1609459710000000,10.06,899,4945,5087
1609459711000000,10.07,1167,4827,5257
1609459712000000,10.04,849,5175,5127
1609459713000000,10.0,1200,5033,4687
1609459714000000,10.02,1097,5110,5139
1609459715000000,10.0,992,5492,5203
1609459716000000,9.98,1025,4908,5260
1609459717000000,9.97,830,5236,5193
1609459718000000,9.99,922,5114,5146
1609459719000000,9.98,1086,4855,4563
1609459720000000,9.94,975,5039,5263
1609459721000000,9.94,1066,4517,4889
1609459722000000,9.95,950,4967,4668
1609459723000000,9.94,1174,4961,4703
1609459724000000,9.91,1105,5306,4755
1609459725000000,9.9,852,5460,5102
1609459726000000,9.94,902,4607,4813
1609459727000000,9.97,832,4883,4522
1609459728000000,10.0,1071,4674,5422
1609459729000000,10.0,838,5350,4822
1609459730000000,10.05,811,5234,4730
1609459731000000,10.08,934,4640,5204
1609459732000000,10.09,839,5359,5377
1609459733000000,10.05,822,5063,4967
1609459734000000,10.01,1045,5468,4625
1609459735000000,9.99,877,4530,5396
1609459736000000,9.95,844,4692,5322
1609459737000000,10.0,1140,4983,4911
1609459738000000,9.96,1020,5207,4536
1609459739000000,9.92,1063,4706,4997
1609459740000000,9.96,1080,5208,4617
1609459741000000,9.93,968,5456,4785
1609459742000000,9.95,876,4639,5111
1609459743000000,9.94,944,5399,4545
1609459744000000,9.9,979,5378,4773
1609459745000000,9.9,1105,4627,5293
1609459746000000,9.9,1118,5344,5014
1609459747000000,9.9,846,4526,4895
1609459748000000,9.9,825,5199,4563
1609459749000000,9.91,1054,4826,4797
1609459750000000,9.95,954,4504,4803
1609459751000000,9.94,1079,4925,4931
1609459752000000,9.92,1166,5348,5140
1609459753000000,9.92,976,4534,5365
1609459754000000,9.97,1142,4720,4779
1609459755000000,10.0,829,5259,5084
1609459756000000,9.97,1001,4938,5249
1609459757000000,9.93,1044,4748,5014
1609459758000000,9.97,820,5020,5437
1609459759000000,10.0,1006,5489,5336
1609459760000000,10.01,1031,4987,4851
1609459761000000,9.99,1198,4885,5201
1609459762000000,9.97,852,5384,5086
1609459763000000,9.98,1083,4644,5458
1609459764000000,9.97,1134,4537,5047
1609459765000000,9.99,1154,5431,4556
1609459766000000,9.98,1013,4934,5347
1609459767000000,10.03,1112,4734,4655
1609459768000000,10.07,908,5088,4689
1609459769000000,10.05,1055,4631,5384
1609459770000000,10.03,1066,5388,5215
1609459771000000,10.05,872,5484,5447
1609459772000000,10.03,1059,5411,4714
1609459773000000,10.0,1000,5063,5215
1609459774000000,9.98,1131,5380,5499
1609459775000000,9.96,1078,4944,4899
1609459776000000,9.96,1045,4885,4565
1609459777000000,9.97,1081,5323,5152
1609459778000000,9.96,1147,5235,4946
1609459779000000,9.99,885,4515,4508
1609459780000000,10.01,993,5202,5016
1609459781000000,10.05,945,5441,4704
1609459782000000,10.07,1039,5307,4557
1609459783000000,10.08,993,4762,4848
1609459784000000,10.1,1192,4999,5068
1609459785000000,10.1,916,5177,5184
1609459786000000,10.06,1191,4838,4721
1609459787000000,10.02,870,4725,4949
1609459788000000,9.98,1103,5132,4582
1609459789000000,10.02,946,5093,4904
1609459790000000,10.02,1086,5205,4940
1609459791000000,10.04,1072,5378,4857
1609459792000000,10.08,879,4674,4615
1609459793000000,10.05,1192,4863,4834
1609459794000000,10.02,823,5214,4700
1609459795000000,10.01,850,4878,5495
1609459796000000,9.98,818,4729,4950
1609459797000000,9.95,1196,5489,5072
1609459798000000,9.98,1173,4971,4995
1609459799000000,9.97,830,4939,5269
1609459800000000,9.98,1121,5329,5289
1609459801000000,10.01,1096,5167,4692
1609459802000000,9.99,1027,4768,5409
1609459803000000,10.04,882,4787,4848
1609459804000000,10.07,1177,4862,4769
1609459805000000,10.02,992,5326,4813
1609459806000000,10.05,842,4742,5309
1609459807000000,10.04,976,4697,5257
1609459808000000,10.02,847,4888,4811
1609459809000000,10.0,1179,5498,4972
1609459810000000,9.98,927,5019,5343
1609459811000000,9.98,1097,5037,5246
1609459812000000,9.94,1107,5395,5251
1609459813000000,9.99,1162,5302,4558
1609459814000000,9.95,819,4505,4760
1609459815000000,9.94,895,5340,4759
1609459816000000,9.98,1116,5357,4977
1609459817000000,9.99,1176,5496,4946
1609459818000000,9.97,1004,5007,5461
1609459819000000,9.98,853,4681,4983
1609459820000000,9.99,936,5055,4900
1609459821000000,9.99,1040,4622,5122
1609459822000000,9.99,885,4558,5182
1609459823000000,9.99,1019,5466,5012
1609459824000000,10.0,1144,5279,5439
1609459825000000,9.99,1086,4760,5147
1609459826000000,9.97,1053,4641,5228
1609459827000000,9.95,949,4943,5227
1609459828000000,9.99,1053,5350,5212
1609459829000000,9.98,856,5120,5474
1609459830000000,10.02,991,4714,5076
1609459831000000,10.02,902,5370,4653
1609459832000000,10.06,1182,5357,4571
1609459833000000,10.03,1040,5326,4616
1609459834000000,10.02,845,5484,5203
1609459835000000,10.06,860,4998,5306
1609459836000000,10.06,934,4875,4981
1609459837000000,10.04,1195,4765,5315
1609459838000000,10.01,1112,5167,4848
1609459839000000,9.97,837,4991,5389
1609459840000000,9.95,871,4786,4530
1609459841000000,9.94,973,4642,4539
1609459842000000,9.93,1029,4667,5087
1609459843000000,9.98,1168,4595,4978
1609459844000000,10.0,1114,4527,4559
1609459845000000,9.96,1078,4951,5271
1609459846000000,9.96,1140,5431,4910
1609459847000000,9.99,1045,5254,5225
1609459848000000,10.02,827,4504,4709
1609459849000000,10.07,1140,4519,5088
1609459850000000,10.09,1038,4881,4640
1609459851000000,10.1,1177,5089,5046
1609459852000000,10.08,956,4582,4501
1609459853000000,10.1,1107,5040,5039
1609459854000000,10.08,1069,5227,5466
1609459855000000,10.08,950,4801,5332
1609459856000000,10.08,948,5005,4779
1609459857000000,10.07,1031,5348,5131
1609459858000000,10.04,887,5328,5233
1609459859000000,10.07,848,5077,5467
1609459860000000,10.08,1081,4528,5376
1609459861000000,10.1,1113,5058,4708
1609459862000000,10.09,1085,4850,5045
1609459863000000,10.08,833,4654,5365
1609459864000000,10.07,932,5097,4694
1609459865000000,10.05,1200,4824,4865
1609459866000000,10.0,1120,4561,5302
1609459867000000,10.0,1141,5480,4761
1609459868000000,9.97,932,5087,5377
1609459869000000,9.93,1066,5165,4796
1609459870000000,9.94,1105,4788,5123
1609459871000000,9.93,817,5230,5384
1609459872000000,9.94,881,5325,5388
1609459873000000,9.98,968,5369,4648
1609459874000000,9.99,1184,4742,5047
1609459875000000,9.95,1123,4601,4668
1609459876000000,9.9,880,4882,5497
1609459877000000,9.93,924,4719,4644
1609459878000000,9.95,835,5029,4614
1609459879000000,9.99,817,4730,5091
1609459880000000,9.96,908,5154,5045
1609459881000000,9.97,997,4626,5466
1609459882000000,9.95,1008,4782,5238
1609459883000000,9.96,935,4880,5357
1609459884000000,9.99,838,4593,5243
1609459885000000,9.95,1166,5391,5051
1609459886000000,9.94,1106,4726,5128
1609459887000000,9.98,1137,4516,4861
1609459888000000,10.02,1133,4613,5188
1609459889000000,9.98,1050,5077,5485
1609459890000000,9.93,966,5258,5389
1609459891000000,9.91,905,4997,4734
1609459892000000,9.9,956,4571,5027
1609459893000000,9.92,1055,4612,5176
1609459894000000,9.97,918,5447,5091
1609459895000000,9.93,1118,4836,4808
1609459896000000,9.96,813,5074,4589
1609459897000000,10.0,810,4799,4884
1609459898000000,9.97,866,5402,4607
1609459899000000,10.0,1104,4838,4544
1609459900000000,9.98,940,4809,4579
1609459901000000,10.0,855,5295,4898
1609459902000000,10.04,807,4822,5002
1609459903000000,10.08,801,4524,5460
1609459904000000,10.1,1091,4993,5341
1609459905000000,10.1,875,4853,5338
1609459906000000,10.1,870,5486,4889
1609459907000000,10.06,1065,4988,4801
1609459908000000,10.07,956,5185,5259
1609459909000000,10.09,1060,5225,4933
1609459910000000,10.1,952,5361,4930
1609459911000000,10.08,889,5132,4772
1609459912000000,10.06,819,5419,5299
1609459913000000,10.1,968,5421,4541
1609459914000000,10.06,938,5016,5491
